OBJECTID,LOC_ID,WORK_DESC,PROJ_NO,CATEGORY,YEAR
105367,CPLID737,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
105368,CPLID738,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
105369,CPLID739,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
105370,CPLID741,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
105371,CPLID742,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
105372,CPLID744,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
105373,CPLID731,Locker Room Upgrades,CB000023,Buildings,2015
105374,CPLID732,Site Work,CB000063,Buildings,2015
105375,CPLID733,Accessibility Upgrades and Recapitalization,CP000010,Buildings,2015
105376,CPLID734,"Building Upgrades, Equipment and Systems",CB000045,Buildings,2015
105377,CPLID735,New Multi-Pad Arena,CB000049,Buildings,2015
105378,CPLID233,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105379,CPLID234,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105380,CPLID235,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105381,CPLID236,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105382,CPLID238,New Paving of Provincially Owned & Maintained Gravel Roads,CR990001,Roads & Streets,2014
105383,CPLID239,Replacement,CP000002,Parks and Playgrounds,2014
105384,CPLID240,Master Plan Implementation,CP000002,Parks and Playgrounds,2014
105385,CPLID241,Court Resurface,CP000002,Parks and Playgrounds,2014
105386,CPLID243,Heart-shaped pond study,CP000002,Parks and Playgrounds,2014
105387,CPLID244,Landscaping,CP000002,Parks and Playgrounds,2014
105388,CPLID245,Playground - CSA Compliance Replacement,CP000002,Parks and Playgrounds,2014
105389,CPLID435,Street Recapitalization,CYX01345,Roads & Streets,2013
105390,CPLID436,Street Recapitalization,CYX01345,Roads & Streets,2013
105391,CPLID437,Street Recapitalization,CYX01345,Roads & Streets,2013
105392,CPLID439,Street Recapitalization,CYX01345,Roads & Streets,2013
105393,CPLID440,Chestnut to Green Village,CR000003,"Sidewalks, Curbs & Gutters",2013
105394,CPLID441,Windsor to Civic 6380,CR000003,"Sidewalks, Curbs & Gutters",2013
105395,CPLID442,Alex to Fronting School,CR000003,"Sidewalks, Curbs & Gutters",2013
105396,CPLID622,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105397,CPLID624,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105398,CPLID625,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105399,CPLID626,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105400,CPLID627,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105401,CPLID628,Street Recapitalization - State of Good Repair,CR000005,Roads & Streets,2015
105402,CPLID701,Stairs and Accessible Path,CP000002,Parks & Playgrounds,2015
105403,CPLID698,Playground Replacement,CP000002,Parks & Playgrounds,2015
105404,CPLID699,Play Structure Replacement,CP000002,Parks & Playgrounds,2015
105405,CPLID700,Playground Replacement,CP000002,Parks & Playgrounds,2015
105406,CPLID702,Playground Replacement,CP000002,Parks & Playgrounds,2015
105407,CPLID704,New Off-leash Dog Park,CP000004,Parks & Playgrounds,2015
105408,CPLID705,Service Dog Park,CP000004,Parks & Playgrounds,2015
105409,CPLID706,Park Development - Completion of Phase I & II,CP000004,Parks & Playgrounds,2015
105410,CPLID707,Park Improvement - Lighting,CP000004,Parks & Playgrounds,2015
105411,CPLID709,Restoration of Fence and bridges,CPX01193,Parks & Playgrounds,2015
105412,CPLID710,Look off,CPX01196,Parks & Playgrounds,2015
105413,CPLID223,Playground Replacement,CP000002,Parks and Playgrounds,2014
105414,CPLID220,Playground - CSA Compliance Replacement,CP000002,Parks and Playgrounds,2014
105415,CPLID222,Fencing & Drainage,CP000002,Parks and Playgrounds,2014
105416,CPLID224,Replacement playground for the former Northcliffe Recreation Centre,CP000002,Parks and Playgrounds,2014
105417,CPLID225,Playground Replacement CSA (removed in Aug 13),CP000002,Parks and Playgrounds,2014
105418,CPLID227,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105419,CPLID228,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105420,CPLID229,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105421,CPLID230,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105422,CPLID231,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105423,CPLID219,Upgrades to Parking,CP000002,Parks and Playgrounds,2014
105424,CPLID422,Installation of new sidewalks.,CR000003,Sidewalks,2014
105425,CPLID423,Installation of new sidewalks.,CR000003,Sidewalks,2014
105426,CPLID424,Installation of new sidewalks.,CR000003,Sidewalks,2014
105427,CPLID426,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105428,CPLID428,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105429,CPLID429,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105430,CPLID430,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105431,CPLID431,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105432,CPLID432,Street Recapitalization,CYX01345,Roads & Streets,2013
105433,CPLID434,Street Recapitalization,CYX01345,Roads & Streets,2013
105434,CPLID713,Multi-year Greenway project,CPX01196,Parks & Playgrounds,2015
105435,CPLID711,Detailed design for Forest Hills Greenway,CPX01196,Parks & Playgrounds,2015
105436,CPLID712,Surface Recapitalization,CPX01196,Parks & Playgrounds,2015
105437,CPLID714,Parking Lot Improvements,CPX01196,Parks & Playgrounds,2015
105438,CPLID716,Feasibility Study and Detailed Design,CPX01196,Parks & Playgrounds,2015
105439,CPLID717,Connection to Armcrest,CPX01196,Parks & Playgrounds,2015
105440,CPLID268,Functional plan for alignment corridors and connections to Long Lake Provincial  and Chain of Lakes Trail with Class A Cost estimates by an engineering consulting firm,CPX01196,Parks and Playgrounds,2014
105441,CPLID270,Finish Phase 3 the Lawrencetown Cole Harbour Trail Cost would incude Class A detailed design and construction to finish that section,CPX01196,Parks and Playgrounds,2014
105442,CPLID271,Trail around Penhorn Lake with hiking and biking connections to transit and community based on detailed engineering designs that will be presented this summer,CPX01196,Parks and Playgrounds,2014
105443,CPLID465,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105444,CPLID462,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105445,CPLID463,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105446,CPLID464,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105447,CPLID467,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105448,CPLID468,Nine Mile Brdg to Brentwood,CR000003,"Sidewalks, Curbs & Gutters",2013
105449,CPLID469,Windmill to Dickson,CKU01084,"Sidewalks, Curbs & Gutters",2013
105450,CPLID745,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
105451,CPLID746,Installation of New Sidewalks,CTU00420,Roads & Active Transportation,2016
105452,CPLID748,Planning,CTU00420,Roads & Active Transportation,2016
105453,CPLID749,Planning,CTU00420,Roads & Active Transportation,2016
105454,CPLID857,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105455,CPLID854,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105456,CPLID855,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105457,CPLID856,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105458,CPLID858,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105459,CPLID859,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105460,CPLID860,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105461,CPLID861,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105462,CPLID862,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105463,CPLID863,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105464,CPLID864,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105465,CPLID865,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105466,CPLID866,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105467,CPLID249,New pieces added to park upgrade,CP000002,Parks and Playgrounds,2014
105468,CPLID246,Play structure,CP000002,Parks and Playgrounds,2014
105469,CPLID248,Playground Replacement,CP000002,Parks and Playgrounds,2014
105470,CPLID250,Playground - CSA Compliance Replacement,CP000002,Parks and Playgrounds,2014
105471,CPLID251,New Paving of Provincially Owned & Maintained Gravel Roads,CR990001,Roads & Streets,2014
105472,CPLID252,Bridges - State of Good Repair. Replacement,CRU01077,Roads & Streets,2014
105473,CPLID254,Bridges - State of Good Repair. Parapet Wall Repair,CRU01077,Roads & Streets,2014
105474,CPLID255,Bridges - State of Good Repair. Repair,CRU01077,Roads & Streets,2014
105475,CPLID256,Bridges - State of Good Repair.,CRU01077,Roads & Streets,2014
105476,CPLID257,Bridges - State of Good Repair. Repair,CRU01077,Roads & Streets,2014
105477,CPLID259,Bridges - State of Good Repair. Repair,CRU01077,Roads & Streets,2014
105478,CPLID450,Building Renovations,CBX01273,Buildings,2014
105479,CPLID449,Roof upgrades and repairs,CBX01272,Buildings,2014
105480,CPLID451,Construction of the permanent support building,CBX01344,Buildings,2014
105481,CPLID452,Cultural structure maintenance. Centopath and totem pole repairs.,CD990003,Community & Property Development,2014
105482,CPLID454,Public art work installation - clock project.,CDG01135,Community & Property Development,2014
105483,CPLID455,Flood Plain Study,CDV00721,Community & Property Development,2014
105484,CPLID456,Streetscape improvements,CDV00734,Community & Property Development,2014
105485,CPLID457,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105486,CPLID458,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105487,CPLID459,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105488,CPLID753,Planning,CTU00420,Roads & Active Transportation,2016
105489,CPLID750,Planning,CTU00420,Roads & Active Transportation,2016
105490,CPLID751,Planning,CTU00420,Roads & Active Transportation,2016
105491,CPLID752,Planning,CTU00420,Roads & Active Transportation,2016
105492,CPLID754,Planning,CTU00420,Roads & Active Transportation,2016
105493,CPLID755,Planning,CTU00420,Roads & Active Transportation,2016
105494,CPLID756,Upgrades,CTU00420,Roads & Active Transportation,2016
105495,CPLID757,Resurfacing,CTU00420,Roads & Active Transportation,2016
105496,CPLID758,Trail construction,CTU00420,Roads & Active Transportation,2016
105497,CPLID759,Trail construction,CTU00420,Roads & Active Transportation,2016
105498,CPLID761,Trail construction,CTU00420,Roads & Active Transportation,2016
105499,CPLID762,Planning,CTU00420,Roads & Active Transportation,2016
105500,CPLID870,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105501,CPLID867,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105502,CPLID868,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105503,CPLID869,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105504,CPLID871,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105505,CPLID872,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105506,CPLID873,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105507,CPLID874,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105508,CPLID875,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105509,CPLID876,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105510,CPLID877,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105511,CPLID878,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105512,CPLID879,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105513,CPLID263,Replacement of Guide Rails,CRU01079,Roads & Streets,2014
105514,CPLID260,Bridges - State of Good Repair. Repair,CRU01077,Roads & Streets,2014
105515,CPLID261,Bridges - State of Good Repair. Repair,CRU01077,Roads & Streets,2014
105516,CPLID264,Playground - CSA Compliance Replacement,CP000002,Parks and Playgrounds,2014
105517,CPLID265,"Landscaping, Planters",CP000002,Parks and Playgrounds,2014
105518,CPLID266,Replacement Playground/Pathways,CP000002,Parks and Playgrounds,2014
105519,CPLID267,Landscaping/Pathways,CP000002,Parks and Playgrounds,2014
105520,CPLID485,Upgrades,CP000002,Parks and Playgrounds,2014
105521,CPLID486,Intersection Improvements -  add turning lane,CTU01086,Traffic Improvements,2014
105522,CPLID487,Restoration,CBX01046,Buildings,2014
105523,CPLID488,New Paving Streets (HMA surface),CR000002,Roads & Streets,2014
105524,CPLID779,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105525,CPLID776,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105526,CPLID777,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105527,CPLID778,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105528,CPLID780,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105529,CPLID781,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105530,CPLID782,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105531,CPLID784,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105532,CPLID297,New Paving Streets (HMA surface),CR000002,Roads & Streets,2014
105533,CPLID298,Installation of new sidewalks.,CR000003,Sidewalks,2014
105534,CPLID492,Park Development - Completion of Phase I & II,CP000004,Parks and Playgrounds,2014
105535,CPLID489,Replacement Ice-resurfacer,CVU01207,Equipment & Fleet,2014
105536,CPLID490,Streets and Services & Access road construction,CQ000008,Industrial Parks,2014
105537,CPLID491,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105538,CPLID493,Renovations to recreation centre,CBX01273,Buildings,2013
105539,CPLID495,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105540,CPLID496,Recapitalization - parking lot and sidewalk upgrades,CBX01164,Metro Transit,2014
105541,CPLID497,Pontoon Replacement,CBX01171,Metro Transit,2014
105542,CPLID498,Installation of new sidewalks.,CR000003,Sidewalks,2014
105543,CPLID785,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105544,CPLID786,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105545,CPLID787,Paving of Gravel Roads,CR990001,Roads & Active Transportation,2016
105546,CPLID788,Installation/repairs of Guide Rails,CRU01079,Roads & Active Transportation,2016
105547,CPLID883,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105548,CPLID881,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105549,CPLID882,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105550,CPLID884,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105551,CPLID885,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105552,CPLID886,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105553,CPLID887,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105554,CPLID888,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105555,CPLID890,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105556,CPLID891,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105557,CPLID892,Street Recapitalization,CR000005,Roads & Active Transportation,2016
105558,CPLID288,Washroom Facilities,CBX01154,Buildings,2014
105559,CPLID285,Ongoing Resealing and General Life-cycle Maintenance,CBX01140,Buildings,2014
105560,CPLID286,Accessibility Upgrades,CBX01154,Buildings,2014
105561,CPLID287,Elevator Installation,CBX01154,Buildings,2014
105562,CPLID289,Storm Sewer upgrades- Deep Storm Sewer Project,CR000001,Roads & Streets,2014
105563,CPLID291,New Paving Streets (HMA surface),CR000002,Roads & Streets,2014
105564,CPLID292,New Paving Streets (HMA surface),CR000002,Roads & Streets,2014
105565,CPLID293,New Paving Streets (HMA surface),CR000002,Roads & Streets,2014
105566,CPLID294,New Paving Streets (HMA surface),CR000002,Roads & Streets,2014
105567,CPLID470,Detailed design concepts for implementation of intersection roundabouts,CT000001,Traffic Improvements,2013
105568,CPLID472,New park development,CP000004,Parks and Playgrounds,2013
105569,CPLID473,Street Recapitalization,CYX01345,Roads & Streets,2013
105570,CPLID474,Development of outdoor public parks and streetscapes associated with the new Central Library.,CDX01182,Community & Property Development,2013
105571,CPLID766,Bridge Replacement,CRU01077,Roads & Active Transportation,2016
105572,CPLID763,Amenities,CTU00420,Roads & Active Transportation,2016
105573,CPLID764,Planning,CTU00420,Roads & Active Transportation,2016
105574,CPLID765,Trail construction,CTU00420,Roads & Active Transportation,2016
105575,CPLID767,Repairs,CRU01077,Roads & Active Transportation,2016
105576,CPLID768,Design Work,CRU01077,Roads & Active Transportation,2016
105577,CPLID769,Repairs,CRU01077,Roads & Active Transportation,2016
105578,CPLID770,Inspection,CRU01077,Roads & Active Transportation,2016
105579,CPLID771,Inspection,CRU01077,Roads & Active Transportation,2016
105580,CPLID772,Design Work,CRU01077,Roads & Active Transportation,2016
105581,CPLID773,Paving of Gravel Roads,CR000002,Roads & Active Transportation,2016
105582,CPLID774,Paving of Gravel Roads,CR000002,Roads & Active Transportation,2016
105583,CPLID938,Roof Repairs,CBX01272,Buildings,2016
105584,CPLID935,Roof Repairs,CBX01272,Buildings,2016
105585,CPLID936,Roof Repairs,CBX01272,Buildings,2016
105586,CPLID937,Roof Repairs,CBX01272,Buildings,2016
105587,CPLID939,Pool and change room upgrades,CB000060,Buildings,2016
105588,CPLID940,"Roof, recapitalization, ice slab replacement, Lighting upgrade",CB000028,Buildings,2016
105589,CPLID941,Site Work,CBX01271,Buildings,2016
105590,CPLID942,Rear parking lot,CBX01271,Buildings,2016
105591,CPLID943,Site Work,CBX01271,Buildings,2016
105592,CPLID944,Site Work,CBX01271,Buildings,2016
105593,CPLID945,Site Work,CBX01271,Buildings,2016
105594,CPLID946,Site Work,CBX01271,Buildings,2016
105595,CPLID947,Site Work,CBX01271,Buildings,2016
105596,CPLID948,Site Work,CBX01271,Buildings,2016
105597,CPLID274,Active Transportation Plan - Mt. Hope Greenway,CTU00420,Traffic Improvements,2014
105598,CPLID272,Active Transportation Plan - Paved Shoulders,CTU00420,Traffic Improvements,2014
105599,CPLID273,Active Transportation Plan - MetroX AT Connections,CTU00420,Traffic Improvements,2014
105600,CPLID275,Active Transportation Plan - Dartmouth Waterfront Trail,CTU00420,Traffic Improvements,2014
105601,CPLID276,Connector Phase 2 & 3,CTU01006,Traffic Improvements,2014
105602,CPLID278,Intersection Improvements -  add turning lane,CTU01086,Traffic Improvements,2014
105603,CPLID279,Repair and Maintenance,CB000035,Buildings,2014
105604,CPLID280,"Significant interior  upgrades on paint, tile work, windows, lighting, doorways, signage, washrooms & security.",CB000039,Metro Transit,2014
105605,CPLID281,"Interior  upgrades on paint, tilework, windows, lighting, signage, accessibility improvements.",CB000042,Metro Transit,2014
105606,CPLID283,Fuel Depot Upgrades,CBM00711,Buildings,2014
105607,CPLID284,Restoration,CBX01046,Buildings,2014
105608,CPLID476,Benjamin Greene to Fourth,CKU01084,"Sidewalks, Curbs & Gutters",2013
105609,CPLID477,Street Recapitalization,CYX01345,Roads & Streets,2013
105610,CPLID479,Park Development,CP000004,Parks and Playgrounds,2014
105611,CPLID480,Boat launch upgrade,CPX01331,Parks and Playgrounds,2013
105612,CPLID481,Parking improvements,CP000002,Parks and Playgrounds,2014
105613,CPLID482,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105614,CPLID483,Playground - CSA Compliance Replacement,CP000002,Parks and Playgrounds,2014
105615,CPLID961,New Artificial field,CP110002,Parks & Playgrounds,2016
105616,CPLID949,Site Work,CBX01271,Buildings,2016
105617,CPLID962,Park upgrades,CP000011,Parks & Playgrounds,2016
105618,CPLID314,Building Renovations,CB000011,Buildings,2014
105619,CPLID316,Site work & exterior repairs,CB000024,Buildings,2014
105620,CPLID317,Corporate Records Renovation,CB000025,Buildings,2014
105621,CPLID318,Capital Upkeep and Enhancements,CB000028,Buildings,2014
105622,CPLID319,Complete 500 metres of trail to join 2nd Lake to Armcrest Ave,CPX01196,Parks and Playgrounds,2014
105623,CPLID320,Chain of Lakes Trail Paving,CPX01196,Parks and Playgrounds,2014
105624,CPLID321,Boat Launch Upgrade,CPX01331,Parks and Playgrounds,2014
105625,CPLID322,Restoration Phase II,CPX01331,Parks and Playgrounds,2014
105626,CPLID323,Boat Ramp Replacement,CPX01331,Parks and Playgrounds,2014
105627,CPLID499,Street Recapitalization,CYX01345,Roads & Streets,2013
105628,CPLID500,Building Renovations,CBX01273,Buildings,2014
105629,CPLID501,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105630,CPLID502,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105631,CPLID792,Installation/repairs of Guide Rails,CRU01079,Roads & Active Transportation,2016
105632,CPLID789,Installation/repairs of Guide Rails,CRU01079,Roads & Active Transportation,2016
105633,CPLID790,Installation/repairs of Guide Rails,CRU01079,Roads & Active Transportation,2016
105634,CPLID791,Installation/repairs of Guide Rails,CRU01079,Roads & Active Transportation,2016
105635,CPLID794,Walkway Repair/Installation,CRU01079,Roads & Active Transportation,2016
105636,CPLID795,Walkway Repair/Installation,CRU01079,Roads & Active Transportation,2016
105637,CPLID796,Walkway Repair/Installation,CRU01079,Roads & Active Transportation,2016
105638,CPLID797,Walkway Repair/Installation,CRU01079,Roads & Active Transportation,2016
105639,CPLID798,Walkway Repair/Installation,CRU01079,Roads & Active Transportation,2016
105640,CPLID799,Repair/Installation of Retaining Walls,CRU01079,Roads & Active Transportation,2016
105641,CPLID800,Design Work,CRU01079,Roads & Active Transportation,2016
105642,CPLID801,Repair/Installation of Retaining Walls,CRU01079,Roads & Active Transportation,2016
105643,CPLID907,Land Purchase for new fire stations,CBX01102,Buildings,2016
105644,CPLID908,"Stone Wall Restoration, interior improvements",CBX01046,Buildings,2016
105645,CPLID910,Security upgrades,CBX01170,Buildings,2016
105646,CPLID911,Stair repairs,CBX01170,Buildings,2016
105647,CPLID912,Ventilation improvements,CBX01269,Buildings,2016
105648,CPLID913,HVAC,CBX01269,Buildings,2016
105649,CPLID914,HVAC,CBX01269,Buildings,2016
105650,CPLID915,HVAC and Bolier replacement,CBX01269,Buildings,2016
105651,CPLID916,HVAC,CBX01269,Buildings,2016
105652,CPLID917,Air conditioning,CBX01269,Buildings,2016
105653,CPLID918,Mechanical and plumbing,CBX01269,Buildings,2016
105654,CPLID919,Air handling units,CBX01269,Buildings,2016
105655,CPLID920,Work determined by operator,CBX01140,Buildings,2016
105656,CPLID302,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105657,CPLID300,Installation of new sidewalks.,CR000003,Sidewalks,2014
105658,CPLID301,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105659,CPLID303,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105660,CPLID304,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105661,CPLID305,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105662,CPLID306,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105663,CPLID308,Intersection Improvements -  add turning lane to Wright Ave,CTU01086,Traffic Improvements,2014
105664,CPLID309,New Ice-resurfacer,CVU01207,Equipment & Fleet,2014
105665,CPLID310,Replacement Ice-resurfacer,CVU01207,Equipment & Fleet,2014
105666,CPLID311,Improve Facility Accessibility & Foundation Stability,CB000004,Buildings,2014
105667,CPLID312,Gymnasium Enhancement,CB000005,Buildings,2014
105668,CPLID506,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105669,CPLID504,Building Restoration,CB000029,Buildings,2014
105670,CPLID505,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105671,CPLID508,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105672,CPLID509,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105673,CPLID510,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105674,CPLID512,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105675,CPLID513,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105676,CPLID514,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105677,CPLID515,"Fire panel, emergency lighting upgrades",CB000002,Buildings,2013
105678,CPLID802,Repair/Installation of Retaining Walls,CRU01079,Roads & Active Transportation,2016
105679,CPLID803,Repair/Installation of Retaining Walls,CRU01079,Roads & Active Transportation,2016
105680,CPLID804,Repair/Installation of Retaining Walls,CRU01079,Roads & Active Transportation,2016
105681,CPLID806,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105682,CPLID807,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105683,CPLID808,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105684,CPLID809,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105685,CPLID810,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105686,CPLID811,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105687,CPLID812,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105688,CPLID813,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105689,CPLID953,Structural repairs,CBX01270,Buildings,2016
105690,CPLID951,Design Work,CB000011,Buildings,2016
105691,CPLID952,Exterior repairs,CBX01270,Buildings,2016
105692,CPLID954,Roof structure repairs,CBX01270,Buildings,2016
105693,CPLID955,Foundation repairs,CBX01270,Buildings,2016
105694,CPLID956,"Heating, flooring and electrical upgrades",CB000068,Buildings,2016
105695,CPLID957,"Mechanical, lighting and roof upgrades",CB000071,Buildings,2016
105696,CPLID958,Overhead doors and interior repair,CBX01171,Halifax Transit,2016
105697,CPLID959,Overhead doors and interior repair,CBX01171,Halifax Transit,2016
105698,CPLID960,Passenger waiting area,CM000008,Halifax Transit,2016
105699,CPLID339,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105700,CPLID327,Sign renewal,CQ000009,Industrial Parks,2014
105701,CPLID529,Street Recapitalization,CYX01345,Roads & Streets,2013
105702,CPLID530,Street Recapitalization - State of good repair,CR000005,Roads & Streets,2014
105703,CPLID533,Greenway Phase 1,CTU00420,Traffic Improvements,2015
105704,CPLID534,Curb Adjustments,CTU00420,Traffic Improvements,2015
105705,CPLID535,Traffic Signals,CTX01127,Traffic Improvements,2015
105706,CPLID536,HRM Share of Oversizing,CTX01126,Traffic Improvements,2015
105707,CPLID537,HRM Share of Oversizing,CTX01126,Traffic Improvements,2015
105708,CPLID538,HRM `s share of Variable Messaging Sign Installation,CTX01115,Traffic Improvements,2015
105709,CPLID539,HRM `s share of Variable Messaging Sign Installation,CTX01115,Traffic Improvements,2015
105710,CPLID933,Roof Repairs,CBX01272,Buildings,2016
105711,CPLID934,Roof Repairs,CBX01272,Buildings,2016
105712,CPLID343,Demolition of existing bleachers,CB000030,Buildings,2014
105713,CPLID341,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105714,CPLID342,Curb Renewals - State of Good Repair,CYU01076,Roads & Streets,2014
105715,CPLID344,Building Restoration,CB000032,Buildings,2014
105716,CPLID345,Building Restoration,CB000033,Buildings,2014
105717,CPLID346,Park Improvement - Lighting,CP000004,Parks and Playgrounds,2014
105718,CPLID347,Park Improvement - Outdoor Shelter,CP000004,Parks and Playgrounds,2014
105719,CPLID348,Park Improvement - Play Equipment,CP000004,Parks and Playgrounds,2014
105720,CPLID349,Park Service Improvement,CP000004,Parks and Playgrounds,2014
105721,CPLID351,Park Development - Mi'kmaq public art,CP000006,Parks and Playgrounds,2014
105722,CPLID540,HRM `s share of Variable Messaging Sign Installation,CTX01115,Traffic Improvements,2015
105723,CPLID541,HRM `s share of Variable Messaging Sign Installation,CTX01115,Traffic Improvements,2015
105724,CPLID829,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
105725,CPLID830,Sidewalk Upgrades,CKU01084,Roads & Active Transportation,2016
