X,Y,OBJECTID,JUNCTION_ID,JUNCTION_TYPE,PSEUDO_NODE_TYPE,MUN_CODE,JUNCDESCR,HRMINTRST,TRAFFICZONE,TRFSERVID,SIGNALRESP
-63.604520323837406,44.618204655530619,1777742,5512,Dead End,,Halifax Regional Municipality,,,,,
-63.603709374206247,44.664155931044228,1777743,5516,Intersection,,Halifax Regional Municipality,,,,,
-63.603647776727207,44.665781730821912,1777744,5517,Intersection,,Halifax Regional Municipality,,,,,
-63.603436319597542,44.680329954290897,1777745,5518,Dead End,,Halifax Regional Municipality,,,,,
-63.603776678682287,44.653486614090113,1777746,5521,Intersection,,Halifax Regional Municipality,,,,,
-63.60366692970738,44.660560190307315,1777747,5522,Intersection,,Halifax Regional Municipality,,,,,
-63.601626901511231,44.786314478735385,1777748,5524,Dead End,,Halifax Regional Municipality,,,,,
-63.600827491638206,44.837475751166274,1777749,5525,Intersection,,Halifax Regional Municipality,,,,,
-63.603773815751474,44.648411087675001,1777750,5530,Intersection,,Halifax Regional Municipality,,,,,
-63.603807128875467,44.638058271084475,1777751,5532,Dead End,,Halifax Regional Municipality,,,,,
-63.603343290965043,44.665592478961649,1777752,5534,Intersection,,Halifax Regional Municipality,,,,,
-63.603381605908524,44.663937369196638,1777753,5535,Intersection,,Halifax Regional Municipality,,,,,
-63.933451116091909,44.568800730110439,1777754,75259,Dead End,,Halifax Regional Municipality,,,,,
-63.602451704062389,44.71871739071694,1777755,5539,Dead End,,Halifax Regional Municipality,,,,,
-63.60296689865762,44.682647390708986,1777756,5540,Intersection,,Halifax Regional Municipality,,,,,
-63.600956867005429,44.811715584232616,1777757,5541,Dead End,,Halifax Regional Municipality,,,,,
-63.603151364107958,44.669688015977279,1777758,5545,Intersection,,Halifax Regional Municipality,,,,,
-63.602789016960003,44.686049602598793,1777759,5546,Intersection,,Halifax Regional Municipality,,,,,
-63.603373437527651,44.643612313684386,1777760,5549,Intersection,,Halifax Regional Municipality,,,,,
-63.603043670478428,44.665405143193802,1777761,5550,Intersection,,Halifax Regional Municipality,,,,,
-63.603041558539196,44.663714739786293,1777762,5551,Intersection,,Halifax Regional Municipality,,,,,
-63.603981737112186,44.603410066158474,1777763,5553,Dead End,,Halifax Regional Municipality,,,,,
-63.603070861583767,44.651989135609234,1777764,5556,Intersection,,Halifax Regional Municipality,,,,,
-63.602819600103849,44.665263181871374,1777765,5559,Intersection,,Halifax Regional Municipality,,,,,
-63.592846687974188,44.624066050857884,1777766,6042,Intersection,,Halifax Regional Municipality,,,,,
-63.592385753418739,44.623986306126625,1777767,6064,Intersection,,Halifax Regional Municipality,,,,,
-63.602528190218948,44.681443850604126,1777768,5564,Intersection,,Halifax Regional Municipality,,,,,
-63.599725404311663,44.859196281944385,1777769,5566,Dead End,,Halifax Regional Municipality,,,,,
-63.602834719648406,44.652845752602431,1777770,5569,Intersection,,Halifax Regional Municipality,,,,,
-63.574210541822104,44.611745660506976,1777771,6831,Intersection,,Halifax Regional Municipality,,,,,
-63.575350272152299,44.613023036845448,1777772,6789,Intersection,,Halifax Regional Municipality,,,,,
-63.574950830871316,44.611565991034574,1777773,6780,Dead End,,Halifax Regional Municipality,,,,,
-63.567616798042188,44.608081968225335,1777774,7025,Intersection,,Halifax Regional Municipality,,,,,
-63.600245031194511,44.807255132639071,1777775,5583,Dead End,,Halifax Regional Municipality,,,,,
-63.605402994960862,44.468967244541375,1777776,5584,Dead End,,Halifax Regional Municipality,,,,,
-63.601939015766803,44.692900443280202,1777777,5586,Non-Intersection Junction,Ownership Change,Halifax Regional Municipality,,,,,
-63.568036353500688,44.607595898562117,1777778,7013,Dead End,,Halifax Regional Municipality,,,,,
-63.604576079572134,44.670125157453256,1777779,5456,Intersection,,Halifax Regional Municipality,,,,,
-63.602333013257166,44.801901112380307,1777780,5458,Dead End,,Halifax Regional Municipality,,,,,
-63.604846474269301,44.650708740056331,1777781,5459,Intersection,,Halifax Regional Municipality,,,,,
-63.605897165385173,44.653995543629414,1777782,5398,Intersection,,Halifax Regional Municipality,,,,,
-63.60601595141182,44.642810478876719,1777783,5400,Intersection,,Halifax Regional Municipality,,,,,
-63.608428478616943,44.481711859168399,1777784,5401,Intersection,,Halifax Regional Municipality,,,,,
-63.603897348476075,44.774525073779962,1777785,5403,Dead End,,Halifax Regional Municipality,,,,,
-63.608874369984626,44.669361330813082,1777786,5200,Intersection,,Halifax Regional Municipality,,,,,
-63.707589746974705,44.460678738812561,1777787,76220,Dead End,,Halifax Regional Municipality,,,,,
-63.609282286870304,44.641763836908957,1777788,5203,Intersection,,Halifax Regional Municipality,,,,,
-63.608905200165175,44.662826745043333,1777789,5207,Intersection,,Halifax Regional Municipality,,,,,
-63.609215895082613,44.642637754711103,1777790,5208,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.60904715284471,44.65070924172268,1777791,5210,Intersection,,Halifax Regional Municipality,,,,,
-63.608772092297968,44.663972509764612,1777792,5212,Intersection,,Halifax Regional Municipality,,,,,
-63.609665670765594,44.603611887276898,1777793,5214,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.606236462661244,44.820261464045856,1777794,5218,Dead End,,Halifax Regional Municipality,,,,,
-63.608925908129123,44.644327445108068,1777795,5219,Intersection,,Halifax Regional Municipality,,,,,
-63.608759726089758,44.656024734400432,1777796,5220,Intersection,,Halifax Regional Municipality,,,,,
-63.608483009049635,44.66808121023702,1777797,5223,Intersection,,Halifax Regional Municipality,,,,,
-63.60630908336713,44.806574067870926,1777798,5225,Intersection,,Halifax Regional Municipality,,,,,
-63.608484378082139,44.661054061579755,1777799,5229,Intersection,,Halifax Regional Municipality,,,,,
-63.606221397913934,44.80649155067632,1777800,5230,Intersection,,Halifax Regional Municipality,,,,,
-63.609125920722086,44.611651431546427,1777801,5235,Intersection,,Halifax Regional Municipality,,,,,
-63.608584086587101,44.643657349001664,1777802,5238,Intersection,,Halifax Regional Municipality,,,,,
-63.607512405436296,44.711269301209164,1777803,5240,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.608732335558443,44.630905887097384,1777804,5241,Intersection,,Halifax Regional Municipality,,,,,
-63.607622639501429,44.703181179062085,1777805,5243,Dead End,,Halifax Regional Municipality,,,,,
-63.606330615086179,44.785315266841188,1777806,5245,Dead End,,Halifax Regional Municipality,,,,,
-63.601395349068653,44.623586119240898,1777807,5246,Intersection,,Halifax Regional Municipality,,,,,
-63.608168334595504,44.662342672917269,1777808,5247,Intersection,,Halifax Regional Municipality,,,,,
-63.608097148499127,44.667086341450862,1777809,5249,Intersection,,Halifax Regional Municipality,,,,,
-63.60845017742264,44.640537080419847,1777810,5251,Intersection,,Halifax Regional Municipality,,,,,
-63.608389286019424,44.642044073827662,1777811,5253,Intersection,,Halifax Regional Municipality,,,,,
-63.605096355936944,44.85467588556471,1777812,5256,Intersection,,Halifax Regional Municipality,,,,,
-63.608345945900226,44.639050103856853,1777813,5257,Dead End,,Halifax Regional Municipality,,,,,
-63.607659697701862,44.687266913661915,1777814,5258,Dead End,,Halifax Regional Municipality,,,,,
-63.608187122859682,44.650323961982373,1777815,5262,Intersection,,Halifax Regional Municipality,,,,,
-63.606276769169725,44.774237666313141,1777816,5263,Intersection,,Halifax Regional Municipality,,,,,
-63.608236098110652,44.642968264939697,1777817,5265,Intersection,,Halifax Regional Municipality,,,,,
-63.608012231653639,44.655494195289847,1777818,5267,Intersection,,Halifax Regional Municipality,,,,,
-63.607535935906853,44.6862807459569,1777819,5269,Intersection,,Halifax Regional Municipality,,,,,
-63.60803185085944,44.648435221013202,1777820,5272,Intersection,,Halifax Regional Municipality,,,,,
-63.604975560378989,44.843208047293977,1777821,5274,Dead End,,Halifax Regional Municipality,,,,,
-63.608558456753727,44.61117659964674,1777822,5277,Dead End,,Halifax Regional Municipality,,,,,
-62.460867306807145,44.849598117726138,1777823,11084,Intersection,,Halifax Regional Municipality,,,,,
-62.457613536084523,44.838466479557574,1777824,11086,Intersection,,Halifax Regional Municipality,,,,,
-62.456430162902869,44.851469713396312,1777825,11087,Dead End,,Halifax Regional Municipality,,,,,
-62.544078793259253,44.927828741588193,1777826,10986,Intersection,,Halifax Regional Municipality,,,,,
-62.539612817925928,44.913511068037366,1777827,10991,Intersection,,Halifax Regional Municipality,,,,,
-62.537368697887132,44.92335369151904,1777828,10997,Intersection,,Halifax Regional Municipality,,,,,
-62.536375663341119,44.840476962965653,1777829,11008,Intersection,,Halifax Regional Municipality,,,,,
-62.528988127751987,44.920540086760568,1777830,11014,Intersection,,Halifax Regional Municipality,,,,,
-62.524364152234931,44.915993747860924,1777831,11020,Dead End,,Halifax Regional Municipality,,,,,
-62.516774335806737,44.855944546903466,1777832,11038,Dead End,,Halifax Regional Municipality,,,,,
-62.511514534528217,44.91906486997069,1777833,11045,Dead End,,Halifax Regional Municipality,,,,,
-62.452590210914636,44.837572006861805,1777834,11088,Dead End,,Halifax Regional Municipality,,,,,
-62.445934098002873,44.901806504763989,1777835,11090,Non-Intersection Junction,Community Boundary Change,Halifax Regional Municipality,,,,,
-62.444294855865678,44.859383650695911,1777836,11091,Dead End,,Halifax Regional Municipality,,,,,
-62.443984756531286,44.86034945367232,1777837,11092,Intersection,,Halifax Regional Municipality,,,,,
-62.432775182259,44.86854703424882,1777838,11095,Non-Intersection Junction,Community Boundary Change,Halifax Regional Municipality,,,,,
-62.431076716890068,44.862925415544204,1777839,11096,Dead End,,Halifax Regional Municipality,,,,,
-62.419806717440196,44.898785082655934,1777840,11097,Intersection,,Halifax Regional Municipality,,,,,
-62.413156883752279,44.87443622836534,1777841,11100,Dead End,,Halifax Regional Municipality,,,,,
-62.410252786745566,44.903525093055698,1777842,11101,Intersection,,Halifax Regional Municipality,,,,,
-63.927660870417895,44.672451667687227,1777843,71090,Dead End,,Halifax Regional Municipality,,,,,
-62.389176103917791,44.906857065949289,1777844,11105,Intersection,,Halifax Regional Municipality,,,,,
-62.388824644351082,44.907867938418143,1777845,11106,Intersection,,Halifax Regional Municipality,,,,,
-62.38525750622307,44.915509452066864,1777846,11108,Dead End,,Halifax Regional Municipality,,,,,
-62.381624308683996,44.915690652045122,1777847,11110,Intersection,,Halifax Regional Municipality,,,,,
-62.379473303515958,44.947659669740261,1777848,11111,Dead End,,Halifax Regional Municipality,,,,,
-62.379869638422683,44.912742847783612,1777849,11113,Intersection,,Halifax Regional Municipality,,,,,
-62.378447109457873,44.94737323587951,1777850,11114,Intersection,,Halifax Regional Municipality,,,,,
-62.377870696472684,44.938676896441599,1777851,11116,Intersection,,Halifax Regional Municipality,,,,,
-62.374790852165489,44.89603424596131,1777852,11118,Dead End,,Halifax Regional Municipality,,,,,
-62.362969022128162,44.913162155770372,1777853,11119,Non-Intersection Junction,Community Boundary Change,Halifax Regional Municipality,,,,,
-62.355407045388937,44.897896023439479,1777854,11120,Dead End,,Halifax Regional Municipality,,,,,
-62.353277097629473,44.918074987044086,1777855,11123,Intersection,,Halifax Regional Municipality,,,,,
-62.351515731326032,44.903662506968054,1777856,11124,Intersection,,Halifax Regional Municipality,,,,,
-62.351291805580203,44.908512065331628,1777857,11125,Dead End,,Halifax Regional Municipality,,,,,
-62.349551276598092,44.903334479836687,1777858,11128,Dead End,,Halifax Regional Municipality,,,,,
-63.601886826343744,44.662958345048516,1777859,5611,Intersection,,Halifax Regional Municipality,,,,,
-62.346771707649339,44.929373450322359,1777860,11130,Dead End,,Halifax Regional Municipality,,,,,
-62.345948399894816,44.899583136122736,1777861,11134,Dead End,,Halifax Regional Municipality,,,,,
-62.34610810508098,44.886293155405461,1777862,11135,Dead End,,Halifax Regional Municipality,,,,,
-62.344171790977619,44.89337831432622,1777863,11137,Intersection,,Halifax Regional Municipality,,,,,
-62.33421629268976,44.914136206071284,1777864,11139,Intersection,,Halifax Regional Municipality,,,,,
-62.334480312043333,44.906667570197349,1777865,11140,Dead End,,Halifax Regional Municipality,,,,,
-63.606782926713187,44.670623740503743,1777866,5327,Dead End,,Halifax Regional Municipality,,,,,
-63.606934348534111,44.652229272051109,1777867,5330,Intersection,,Halifax Regional Municipality,,,,,
-63.607277019882396,44.630648266122108,1777868,5332,Intersection,,Halifax Regional Municipality,,,,,
-63.609432721442744,44.486930038703449,1777869,5335,Intersection,,Halifax Regional Municipality,,,,,
-63.604097849752549,44.832637433888081,1777870,5336,Intersection,,Halifax Regional Municipality,,,,,
-63.604088827972156,44.831530157952606,1777871,5338,Dead End,,Halifax Regional Municipality,,,,,
-63.606519060971529,44.66982312560711,1777872,5343,Intersection,,Halifax Regional Municipality,,,,,
-63.606751659951421,44.656419891671455,1777873,5344,Intersection,,Halifax Regional Municipality,,,,,
-63.607110801910423,44.628955367603233,1777874,5346,Intersection,,Halifax Regional Municipality,,,,,
-63.606581351051638,44.662513486133065,1777875,5348,Intersection,,Halifax Regional Municipality,,,,,
-63.60659121275684,44.661460588502479,1777876,5349,Intersection,,Halifax Regional Municipality,,,,,
-63.606408740668115,44.672291202737291,1777877,5351,Dead End,,Halifax Regional Municipality,,,,,
-63.607106881662524,44.618094131084355,1777878,5353,Dead End,,Halifax Regional Municipality,,,,,
-63.6042163599964,44.664499865543227,1777879,5483,Intersection,,Halifax Regional Municipality,,,,,
-63.604167381152166,44.666106400000707,1777880,5485,Intersection,,Halifax Regional Municipality,,,,,
-63.603869984894203,44.682091705495694,1777881,5486,Intersection,,Halifax Regional Municipality,,,,,
-63.601910911074832,44.808114201888721,1777882,5489,Intersection,,Halifax Regional Municipality,,,,,
-63.604110388437277,44.664426650492366,1777883,5490,Intersection,,Halifax Regional Municipality,,,,,
-63.601308013958402,44.845259730541187,1777884,5491,Intersection,,Halifax Regional Municipality,,,,,
-63.603501979258283,44.69885482268414,1777885,5493,Intersection,,Halifax Regional Municipality,,,,,
-63.602207659647462,44.784312235692859,1777886,5494,Dead End,,Halifax Regional Municipality,,,,,
-63.604303705886423,44.648272516028001,1777887,5495,Intersection,,Halifax Regional Municipality,,,,,
-63.603813353302073,44.681515165028223,1777888,5498,Intersection,,Halifax Regional Municipality,,,,,
-63.6060478182482,44.648773553866398,1777889,5396,Intersection,,Halifax Regional Municipality,,,,,
-63.605592539485812,44.665404354786936,1777890,5402,Intersection,,Halifax Regional Municipality,,,,,
-63.608159358629187,44.486841262480382,1777891,5414,Dead End,,Halifax Regional Municipality,,,,,
-63.605317922706817,44.665222337938175,1777892,5420,Intersection,,Halifax Regional Municipality,,,,,
-63.603325684883778,44.782799195232499,1777893,5427,Dead End,,Halifax Regional Municipality,,,,,
-63.605268340194712,44.648027328413725,1777894,5438,Intersection,,Halifax Regional Municipality,,,,,
-63.605189755573662,44.645665947272803,1777895,5444,Intersection,,Halifax Regional Municipality,,,,,
-63.603925489998971,44.670611447190481,1777896,5499,Intersection,,Halifax Regional Municipality,,,,,
-63.604231956546371,44.645923406990072,1777897,5501,Intersection,,Halifax Regional Municipality,,,,,
-63.603874738778693,44.665923773292278,1777898,5504,Intersection,,Halifax Regional Municipality,,,,,
-63.604096576839801,44.650171443980362,1777899,5506,Intersection,,Halifax Regional Municipality,,,,,
-63.601403457262407,44.82239978684423,1777900,5509,Intersection,,Halifax Regional Municipality,,,,,
-63.606928199566006,44.844556152200234,1777901,5167,Dead End,,Halifax Regional Municipality,,,,,
-63.645714535806221,44.523219781220625,1777902,3791,Intersection,,Halifax Regional Municipality,,,,,
-63.640754172656308,44.721924750784432,1777903,3859,Dead End,,Halifax Regional Municipality,,,,,
-63.643528354408296,44.529494003637453,1777904,3860,Dead End,,Halifax Regional Municipality,,,,,
-63.641606911914486,44.653396835385294,1777905,3869,Intersection,,Halifax Regional Municipality,,,,,
-63.641338712699884,44.669574898705292,1777906,3870,Intersection,,Halifax Regional Municipality,,,,,
-63.643237283188256,44.536699661159197,1777907,3871,Dead End,,Halifax Regional Municipality,,,,,
-63.64114201039876,44.666503737461625,1777908,3873,Dead End,,Halifax Regional Municipality,,,,,
-63.643013788633766,44.537318535809767,1777909,3876,Intersection,,Halifax Regional Municipality,,,,,
-63.640839178435016,44.669776232372534,1777910,3885,Intersection,,Halifax Regional Municipality,,,,,
-63.640849253939244,44.659488631270349,1777911,3887,Intersection,,Halifax Regional Municipality,,,,,
-63.642773315920422,44.524910717927526,1777912,3889,Intersection,,Halifax Regional Municipality,,,,,
-63.637530128983073,44.785437383770507,1777913,3929,Intersection,,Halifax Regional Municipality,,,,,
-63.640934536399058,44.543513286510908,1777914,3935,Intersection,,Halifax Regional Municipality,,,,,
-63.639662071002469,44.56756060371282,1777915,3963,Intersection,,Halifax Regional Municipality,,,,,
-63.640420094592031,44.51999132417351,1777916,3965,Intersection,,Halifax Regional Municipality,,,,,
-63.636013934480232,44.804984718909161,1777917,3968,Dead End,,Halifax Regional Municipality,,,,,
-63.638246777967268,44.654769346560172,1777918,3969,Intersection,,Halifax Regional Municipality,,,,,
-63.635803988316852,44.806743613025034,1777919,3973,Dead End,,Halifax Regional Municipality,,,,,
-63.637093814554625,44.719783752171409,1777920,3974,Intersection,,Halifax Regional Municipality,,,,,
-63.639647597346602,44.542909234875125,1777921,3978,Intersection,,Halifax Regional Municipality,,,,,
-63.635388419581574,44.826531421409413,1777922,3979,Dead End,,Halifax Regional Municipality,,,,,
-63.640533452099419,44.475003276588467,1777923,3983,Dead End,,Halifax Regional Municipality,,,,,
-63.63775998001649,44.656583842856207,1777924,3986,Intersection,,Halifax Regional Municipality,,,,,
-63.637770915208449,44.654183837103631,1777925,3987,Intersection,,Halifax Regional Municipality,,,,,
-63.637563439412119,44.66133796040431,1777926,3989,Intersection,,Halifax Regional Municipality,,,,,
-63.639772518866643,44.50979952220974,1777927,3990,Intersection,,Halifax Regional Municipality,,,,,
-63.638531086669865,44.58235834633836,1777928,3996,Dead End,,Halifax Regional Municipality,,,,,
-63.637145902468056,44.665259498583893,1777929,4000,Dead End,,Halifax Regional Municipality,,,,,
-63.59656338481723,44.640027020319586,1777930,5872,Intersection,,Halifax Regional Municipality,,,,,
-63.596176961921351,44.66406595929287,1777931,5873,Intersection,,Halifax Regional Municipality,,,,,
-63.595481178106233,44.707414439195475,1777932,5874,Dead End,,Halifax Regional Municipality,,,,,
-63.596303487832486,44.656551138793681,1777933,5875,Intersection,,Halifax Regional Municipality,,,,,
-63.59583554551952,44.681125203059615,1777934,5876,Intersection,,Halifax Regional Municipality,,,,,
-63.596427552359735,44.642528039295179,1777935,5877,Intersection,,Halifax Regional Municipality,,,,,
-63.596213407470742,44.653720097118814,1777936,5879,Intersection,,Halifax Regional Municipality,,,,,
-63.595783935509807,44.678300832364549,1777937,5880,Dead End,,Halifax Regional Municipality,,,,,
-63.596295686862554,44.644153463162077,1777938,5881,Intersection,,Halifax Regional Municipality,,,,,
-63.597553917555146,44.658253843813377,1777939,5884,Intersection,,Halifax Regional Municipality,,,,,
-63.596294721173628,44.633871655481578,1777940,5887,Intersection,,Halifax Regional Municipality,,,,,
-63.596223758757759,44.636594699354681,1777941,5888,Intersection,,Halifax Regional Municipality,,,,,
-63.595840682086298,44.658465108850976,1777942,5890,Intersection,,Halifax Regional Municipality,,,,,
-63.595777857508601,44.660548694833857,1777943,5891,Intersection,,Halifax Regional Municipality,,,,,
-63.595849222369715,44.651935757548294,1777944,5892,Intersection,,Halifax Regional Municipality,,,,,
-63.596249389489444,44.626234901098499,1777945,5894,Intersection,,Halifax Regional Municipality,,,,,
-63.639644478395944,44.813906250261581,1777946,74613,Intersection,,Halifax Regional Municipality,,,,,
-63.820215294492542,44.703936009372718,1777947,74931,Intersection,,Halifax Regional Municipality,,,,,
-63.609648192245096,44.712472624387551,1777948,5137,Intersection,,Halifax Regional Municipality,,,,,
-63.610167910756104,44.673893513363716,1777949,5139,Intersection,,Halifax Regional Municipality,,,,,
-63.610363142515119,44.618351566715994,1777950,5169,Intersection,,Halifax Regional Municipality,,,,,
-63.609562518119823,44.668834285028694,1777951,5171,Intersection,,Halifax Regional Municipality,,,,,
-63.609889866904304,44.642158613896463,1777952,5174,Intersection,,Halifax Regional Municipality,,,,,
-63.60964425582754,44.654311175254534,1777953,5176,Intersection,,Halifax Regional Municipality,,,,,
-63.598509415996993,44.633552687591667,1777954,76213,Boulevard,,Halifax Regional Municipality,,,,,
-63.610058329766169,44.618763590131202,1777955,5180,Intersection,,Halifax Regional Municipality,,,,,
-63.619777961901484,44.638580152581369,1777956,5183,Intersection,,Halifax Regional Municipality,,,,,
-63.607078155336382,44.809108585884886,1777957,5184,Intersection,,Halifax Regional Municipality,,,,,
-63.558663945375535,44.570287358872918,1777958,7279,Intersection,,Halifax Regional Municipality,,,,,
-63.609140415937489,44.667583900323748,1777959,5188,Intersection,,Halifax Regional Municipality,,,,,
-63.609645113718628,44.627175715203904,1777960,5190,Intersection,,Halifax Regional Municipality,,,,,
-63.60981874638496,44.610997982954011,1777961,5193,Intersection,,Halifax Regional Municipality,,,,,
-63.609818726622024,44.612170585822156,1777962,5194,Dead End,,Halifax Regional Municipality,,,,,
-63.605747123376531,44.875417122414134,1777963,5195,Intersection,,Halifax Regional Municipality,,,,,
-63.609545463604157,44.627115684507437,1777964,5197,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.70790416810393,44.461524593424208,1777965,76219,Intersection,,Halifax Regional Municipality,,,,,
-63.675878353265986,44.717632115755386,1777966,2785,Intersection,,Halifax Regional Municipality,,,,,
-63.675190463845588,44.763523003598543,1777967,2786,Intersection,,Halifax Regional Municipality,,,,,
-63.675129081063901,44.760183411048722,1777968,2792,Dead End,,Halifax Regional Municipality,,,,,
-63.676242788996966,44.674771723997246,1777969,2793,Intersection,,Halifax Regional Municipality,,,,,
-63.675474101506666,44.72796518300072,1777970,2794,Intersection,,Halifax Regional Municipality,,,,,
-63.674091902406531,44.812149251254148,1777971,2799,Dead End,,Halifax Regional Municipality,,,,,
-63.676007759175931,44.674170029862047,1777972,2800,Intersection,,Halifax Regional Municipality,,,,,
-63.676940751226631,44.604636387105444,1777973,2804,Dead End,,Halifax Regional Municipality,,,,,
-63.674526732818137,44.774056198772264,1777974,2805,Dead End,,Halifax Regional Municipality,,,,,
-63.674649265717832,44.767170907439429,1777975,2807,Intersection,,Halifax Regional Municipality,,,,,
-63.675662986668179,44.694772264243788,1777976,2808,Intersection,,Halifax Regional Municipality,,,,,
-63.67507624395553,44.73033351244591,1777977,2811,Intersection,,Halifax Regional Municipality,,,,,
-63.675164656145789,44.719269363181958,1777978,2813,Intersection,,Halifax Regional Municipality,,,,,
-63.674883963162223,44.731723488998448,1777979,2814,Intersection,,Halifax Regional Municipality,,,,,
-63.675166455471313,44.710570897529969,1777980,2816,Dead End,,Halifax Regional Municipality,,,,,
-63.673662921824075,44.67098218433906,1777981,2883,Intersection,,Halifax Regional Municipality,,,,,
-63.672938838382571,44.720814324075228,1777982,2884,Dead End,,Halifax Regional Municipality,,,,,
-63.672239066047595,44.767826074273053,1777983,2885,Intersection,,Halifax Regional Municipality,,,,,
-63.672651135844845,44.727902973101536,1777984,2891,Dead End,,Halifax Regional Municipality,,,,,
-63.67270147114516,44.718461352835803,1777985,2893,Dead End,,Halifax Regional Municipality,,,,,
-63.673127854698137,44.682119913257957,1777986,2895,Intersection,,Halifax Regional Municipality,,,,,
-63.672483804860242,44.723484432518333,1777987,2896,Intersection,,Halifax Regional Municipality,,,,,
-63.673284095082238,44.66622288015423,1777988,2898,Intersection,,Halifax Regional Municipality,,,,,
-63.672663233456774,44.708740625944039,1777989,2899,Dead End,,Halifax Regional Municipality,,,,,
-63.672398749674194,44.725286464040032,1777990,2900,Intersection,,Halifax Regional Municipality,,,,,
-63.673607246039388,44.634242079091088,1777991,2903,Non-Intersection Junction,Ownership Change,Halifax Regional Municipality,,,,,
-63.672065405533516,44.636340376457362,1777992,56035,Boulevard,,Halifax Regional Municipality,,,,,
-63.671256052208598,44.637846383906172,1777993,65957,Intersection,,Halifax Regional Municipality,,,,,
-63.672050555483544,44.727412602306089,1777994,2910,Dead End,,Halifax Regional Municipality,,,,,
-63.672070931070834,44.731798523308434,1777995,2912,Dead End,,Halifax Regional Municipality,,,,,
-63.60727642968925,44.852262116041963,1777996,5141,Dead End,,Halifax Regional Municipality,,,,,
-63.611098135995746,44.603161766698832,1777997,5142,Intersection,,Halifax Regional Municipality,,,,,
-63.610796099939343,44.617524306286654,1777998,5144,Intersection,,Halifax Regional Municipality,,,,,
-63.609999548505556,44.670111373593578,1777999,5145,Intersection,,Halifax Regional Municipality,,,,,
-63.610587250618934,44.62773387425554,1778000,5146,Intersection,,Halifax Regional Municipality,,,,,
-63.610294776230418,44.647141176255325,1778001,5148,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.610803738314196,44.610516020313071,1778002,5149,Intersection,,Halifax Regional Municipality,,,,,
-63.610861823380461,44.609114106350376,1778003,5150,Dead End,,Halifax Regional Municipality,,,,,
-63.607073693404367,44.853853698811534,1778004,5152,Intersection,,Halifax Regional Municipality,,,,,
-63.610665486693662,44.617685514273283,1778005,5153,Intersection,,Halifax Regional Municipality,,,,,
-63.81787408094457,44.705541983661192,1778006,74932,Intersection,,Halifax Regional Municipality,,,,,
-63.610174936479936,44.645396126396591,1778007,5156,Intersection,,Halifax Regional Municipality,,,,,
-62.848237452796035,44.795086881942389,1778008,10822,Non-Intersection Junction,Community Boundary Change,Halifax Regional Municipality,,,,,
-63.607470522384489,44.819748966984491,1778009,5158,Intersection,,Halifax Regional Municipality,,,,,
-63.610497774823379,44.615624040574808,1778010,5160,Dead End,,Halifax Regional Municipality,,,,,
-63.609600493500153,44.68195208891013,1778011,5161,Intersection,,Halifax Regional Municipality,,,,,
-63.606862709686844,44.854995965175959,1778012,5162,Intersection,,Halifax Regional Municipality,,,,,
-63.097821838261794,44.767632211824846,1778013,57957,Dead End,,Halifax Regional Municipality,,,,,
-63.610721115765941,44.601725582386806,1778014,5165,Dead End,,Halifax Regional Municipality,,,,,
-63.598684774326976,44.633727845589128,1778015,5778,Dead End,,Halifax Regional Municipality,,,,,
-63.596757069677317,44.685603362527075,1778016,5830,Intersection,,Halifax Regional Municipality,,,,,
-63.597016044990568,44.659649740599363,1778017,5836,Intersection,,Halifax Regional Municipality,,,,,
-63.597033374390733,44.657070595724875,1778018,5841,Dead End,,Halifax Regional Municipality,,,,,
-63.596928472725104,44.643500856524525,1778019,5854,Intersection,,Halifax Regional Municipality,,,,,
-63.596480022955475,44.661030828024707,1778020,5859,Intersection,,Halifax Regional Municipality,,,,,
-63.596575365648178,44.648052959310455,1778021,5865,Intersection,,Halifax Regional Municipality,,,,,
-63.607314462561746,44.655003968266826,1778022,5309,Intersection,,Halifax Regional Municipality,,,,,
-63.60726417577046,44.644755204271448,1778023,5318,Intersection,,Halifax Regional Municipality,,,,,
-63.606608064253244,44.680065112728784,1778024,5324,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.607549615452001,44.60541885443147,1778025,5339,Intersection,,Halifax Regional Municipality,,,,,
-63.606826172509287,44.647636432988229,1778026,5345,Intersection,,Halifax Regional Municipality,,,,,
-63.605715284387898,44.715833748028956,1778027,5350,Dead End,,Halifax Regional Municipality,,,,,
-63.607116454110205,44.618898042805021,1778028,5363,Dead End,,Halifax Regional Municipality,,,,,
-63.603583635219294,44.839641539631437,1778029,5368,Intersection,,Halifax Regional Municipality,,,,,
-63.606586911623253,44.638483327912105,1778030,5375,Non-Intersection Junction,Name Change,Halifax Regional Municipality,,,,,
-63.605826229918755,44.669198249473737,1778031,5388,Intersection,,Halifax Regional Municipality,,,,,
-63.60585227387547,44.662032272567501,1778032,5395,Intersection,,Halifax Regional Municipality,,,,,
-63.010027226281863,44.777419933628174,1778033,10633,Dead End,,Halifax Regional Municipality,,,,,
